id;fk;creator;created;last_editor;last_edited;area;perimeter;length;latitude;longitude;geom;label;type;source;remarks
12;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.7070726;-2.985297;0101000020E61000007AC6BE64E3E107C0CFE5BCB502B53040;Kabara;Town outside greater Bamako;OSM;
13;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.8510333;-2.7861122;0101000020E610000094E46F31F54906C0299DFEA2BAB32F40;Bambara-Maoundé;Town outside greater Bamako;OSM;old name was Bambara-Maoude
14;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4580938;-12.2147659;0101000020E61000008E97C9CBF56D28C0300043458BEA2C40;Kidira;Town outside greater Bamako;OSM;
15;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2990868;-4.8982808;0101000020E6100000B67F0AECD69713C0A154B1E721992A40;San;Town outside greater Bamako;OSM;
16;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2868042;-4.5902405;0101000020E610000048197101685C12C0FDB50600D8922A40;Tominian;Town outside greater Bamako;OSM;
17;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.4551716;-7.4459454;0101000020E6100000E13433E9A5C81DC0D02280400CE92440;Manankoro;Town outside greater Bamako;OSM;
18;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.6529589;-6.4897751;0101000020E61000009D94939A87F519C0A74302A1504E2540;sans-nom-11;Town outside greater Bamako;OSM;
19;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.7491043;-6.5076279;0101000020E61000000D26B49BCF071AC001964B998A7F2540;Kadiana;Town outside greater Bamako;OSM;
20;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.3197594;-6.0776162;0101000020E6100000268F029F7A4F18C05B2D0B81B7A32440;Misséni;Town outside greater Bamako;OSM;
21;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.7462372;-6.136496;0101000020E6100000A723809BC58B18C0021E62CD127E2540;sans-nom-5;Town outside greater Bamako;OSM;
22;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.0299495;-8.2137933;0101000020E61000003535BF50766D20C02810768A550F2640;Badogo;Town outside greater Bamako;OSM;
23;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.4220566;3.0224703;0101000020E6100000EC0C9DE8042E0840351F7CCD17D82E40;Andéramboukane;Town outside greater Bamako;OSM;old name was Andéranboukan
24;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.2826817;-1.6992806;0101000020E6100000D9A2BBDA4030FBBFF95AE1A7BB902E40;Hombori;Town outside greater Bamako;OSM;
25;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.0068749;-2.9529649;0101000020E610000025E3BD0FAC9F07C098535D1B85032E40;Douentza;Town outside greater Bamako;OSM;old name was Douenza
26;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;19.9541906;2.9694782;0101000020E6100000C67A59C97DC107408F26CDD545F43340;Tin Zaouatine;Town outside greater Bamako;OSM;old name was Tinzouatine
27;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3742339;-8.3382892;0101000020E6100000152EF53D34AD20C0EC1BF3959BBF2840;Siby;Town outside greater Bamako;OSM;old name was Sibi
28;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.9415411;-8.4138589;0101000020E61000002B515150E5D320C003AED0AC11E22740;Kangaba;Town outside greater Bamako;OSM;
29;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4680218;-3.310228;0101000020E61000008B6D52D1587B0AC04FA1A98DA0EF2C40;Sangha;Town outside greater Bamako;OSM;old name was Sangana
30;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4795122;-4.1814947;0101000020E6100000DE9623BFD9B910C0E710829F82F52C40;Komoguel;Suburb outside greater Bamako;OSM;old name was Komogueu
31;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.585556;-5.4530554;0101000020E6100000D41A39C1EDCF15C002F4FBFECD2B2940;Baramba;Town outside greater Bamako;OSM;
32;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.0432441;-6.0618273;0101000020E6100000FBFFDDA74F3F18C06B7D361724162C40;Siribala Coura;Town outside greater Bamako;OSM;old name was Siribala
33;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.2375002;-6.02;0101000020E610000014AE47E17A1418C040964FA099792C40;Molodo-centre;Town outside greater Bamako;OSM;old name was Molodo
34;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.6855371;-6.0219579;0101000020E61000002C8EB9217C1618C0AD6301B8FE5E2D40;Diabaly;Town outside greater Bamako;OSM;
35;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.9191603;-6.7591381;0101000020E61000001F97827F5B091BC02790C82D9CD62940;Konobougou;Town outside greater Bamako;OSM;
36;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.733879;-7.2871084;0101000020E6100000A7A091BEFF251DC03F7100FDBE772940;Marka-Coungo;Town outside greater Bamako;OSM;old name was Marakacoungo
37;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5417966;-9.1912651;0101000020E61000007BBBCA7FED6122C0012B2C5D66152D40;Diéma;Town outside greater Bamako;OSM;
38;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1111271;-5.8357993;0101000020E61000002A148EC5DB5717C00D66B8A6E5382A40;Touna;Town outside greater Bamako;OSM;
39;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0711941;-5.32266;0101000020E6100000D1E80E62674A15C01856968D73242A40;Yangasso;Town outside greater Bamako;OSM;
40;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.9350401;-3.3703778;0101000020E6100000C050D1A288F60AC0ABE57393BDDE2B40;Adiaganana;Town outside greater Bamako;OSM;old name was Azanga
41;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.0872252;-1.2639127;0101000020E610000025FCF785FC38F4BF1663056454163040;Adiora;Town outside greater Bamako;OSM;
42;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.6176938;-2.6842058;0101000020E61000003EDEF5E3407905C025F14D2E219E3040;Aglal;Town outside greater Bamako;OSM;old name was Arlal
43;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;17.0541669;-2.9972221;0101000020E61000009CC992944FFA07C09406C8E1DD0D3140;Agouni;Town outside greater Bamako;OSM;
44;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.2235941;-8.7400412;0101000020E61000009C621FAEE67A21C0382806ED7A722E40;Allahina;Town outside greater Bamako;OSM;
45;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5860656;-11.7904262;0101000020E610000099CD2DBEB29427C0099F52CA102C2D40;Ambidedi Poste;Town outside greater Bamako;OSM;
46;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.5121732;-4.210881;0101000020E61000001F645930F1D710C07CC6CF903B062F40;Ambiri-Habe;Town outside greater Bamako;OSM;
47;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.6639257;0.5067507;0101000020E61000001434773E4D37E03FA4F2C011EE532F40;Ansongo;Town outside greater Bamako;OSM;
48;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.9701883;-11.5872364;0101000020E6100000A30ADA3FAA2C27C076EC5685BCF02D40;Aourou;Town outside greater Bamako;OSM;
879;0;1;2015-11-20 09:00:57.756013+01;;;;;;;;;Same (Marché);Market in Bamako;IGM and field research;Location unknown
49;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.3798365;-3.3744879;0101000020E610000054FB1983F3FE0AC0BD5301F73C613040;Arham;Town outside greater Bamako;OSM;old name was Arahan
50;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.2595631;-3.9512626;0101000020E61000007143E7902F9C0FC02B7F6374E5842C40;Baboye;Town outside greater Bamako;OSM;
51;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.374555;-11.4734128;0101000020E6100000FD039B2963F226C0481B47ACC5BF2E40;Bafarara;Town outside greater Bamako;OSM;
52;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1867213;-8.7594292;0101000020E6100000404173E7D38421C0E7EE29EF995F2840;Balamassala;Town outside greater Bamako;OSM;
53;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3578667;-9.552205;0101000020E610000018601F9DBA1A23C0A7A7D94D3AB72A40;Balandougou;Town outside greater Bamako;OSM;
54;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.229174;-9.9621105;0101000020E6100000C34659BF99EC23C0E02F664B56752840;Balia;Town outside greater Bamako;OSM;old name was Balea
55;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;17.0294779;-1.401399;0101000020E61000008A5A9A5B216CF6BF6B7418DD8B073140;Bamba-Poste;Town outside greater Bamako;OSM;
56;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.3970598;-8.3120853;0101000020E6100000EC1FFAA4C99F20C0D31C0F6C4BCB2640;Bambala;Town outside greater Bamako;OSM;
57;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.6432349;-3.2269752;0101000020E61000004406A85FD8D009C0AA4AB61556492D40;Banakane;Town outside greater Bamako;OSM;old name was Ondougou
58;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5485166;-7.446532;0101000020E61000004B7842AF3FC91DC050A0F42AD7182B40;Banamba;Town outside greater Bamako;OSM;
59;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7127896;-8.673668;0101000020E610000034B91803EB5821C09CDB29C2F26C2740;Banancoro;Town outside greater Bamako;OSM;
60;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0991693;-6.5244935;0101000020E6100000BADBF5D214191AC0D0888851C6322840;Banco;Town outside greater Bamako;OSM;
61;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4929637;-11.5078595;0101000020E610000003ED0E29060427C0F63AF3BC65FC2C40;Bangassi;Town outside greater Bamako;OSM;
62;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.0441734;-3.5950252;0101000020E6100000EB5D72929CC20CC0665AACF24E0B3040;Banikane;Town outside greater Bamako;OSM;
63;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.0776088;-3.5231945;0101000020E61000009A931799802F0CC07CC33357BC272C40;Bankass;Town outside greater Bamako;OSM;
64;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.8171581;0.3250818;0101000020E61000008896E1E423CED43FB052E68B62A22F40;Bara;Town outside greater Bamako;OSM;
65;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5995157;-4.592781;0101000020E6100000BDC282FB015F12C089E0C9B8F3322B40;Baramandougou;Town outside greater Bamako;OSM;
66;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8291801;-11.0179069;0101000020E6100000D8BEDB172B0926C0EFFC474B8AA82940;Baye (in Dombia, Kéniéba);Town outside greater Bamako;OSM;
67;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.6257802;-3.3696639;0101000020E61000003218C85812F50AC0FBF72A4366402B40;Baye (in Baye, Bankass);Town outside greater Bamako;OSM;old name was Baï
68;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.4750555;-6.4079365;0101000020E6100000FA60191BBAA119C0E29178793AF32840;Beleko Soba;Town outside greater Bamako;OSM;
69;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0569448;-9.3955555;0101000020E61000008081204086CA22C0C25A6BDE271D2A40;Bendougouba;Town outside greater Bamako;OSM;
70;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1205327;-4.3662338;0101000020E61000005CC246FE057711C079324976B63D2A40;Bénéma;Town outside greater Bamako;OSM;old name was Benena
71;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.8394668;-2.5267412;0101000020E610000078A51B17C43604C0E913D44BE7D63040;Ber;Town outside greater Bamako;OSM;
72;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.7354183;-3.0544452;0101000020E6100000B8640BF7806F08C084C256BF88782D40;Berdosso;Town outside greater Bamako;OSM;old name was Berdossou
73;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.63972;-8.24407;0101000020E610000094DE37BEF67C20C0BA313D6189472740;Binko;Town outside greater Bamako;OSM;
74;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.7375895;-3.7310448;0101000020E610000071491F042ED90DC07C5F5CAAD2BC3040;Bintagoungou;Town outside greater Bamako;OSM;old name was Bicatongo
75;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.6086623;-6.3460467;0101000020E61000000D8EED105A6219C0C59DC195A2372740;Blendio;Town outside greater Bamako;OSM;
76;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.5341631;-4.9929459;0101000020E610000005CA5CCFC6F813C0C0756AD37D112940;Bobola-Zangasso;Town outside greater Bamako;OSM;
77;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4244442;-5.9280558;0101000020E6100000D573774254B617C02AF40BC050D92C40;Bolibana;Town outside greater Bamako;OSM;
78;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.1339637;-3.0057792;0101000020E6100000F2F917F7D50B08C0CBB3DCE396442C40;Bondo;Town outside greater Bamako;OSM;old name was Bono
79;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6665755;-5.189162;0101000020E61000007495EEAEB3C114C034A1496249552940;Bongosso;Town outside greater Bamako;OSM;
80;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.0724654;-2.2200359;0101000020E61000004291932EA2C201C0E12E562F1A252E40;Boni;Town outside greater Bamako;OSM;old name was Douna
81;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.9512727;-3.3546199;0101000020E6100000191648F542D60AC0BE2720370DE72D40;Borko;Town outside greater Bamako;OSM;
82;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.0094106;-7.5126755;0101000020E610000080D767CEFA0C1EC0B3785677D1042C40;Boron;Town outside greater Bamako;OSM;
83;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0886106;-9.5074997;0101000020E6100000AA752C00D70323C06B285A5E5E2D2A40;Boudofo;Town outside greater Bamako;OSM;
84;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8165171;-9.8463542;0101000020E61000001CAA735655B123C0E13F82870EA22940;Bougarybaya;Town outside greater Bamako;OSM;
85;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3834656;-6.361694;0101000020E610000040A374E95F7219C03348669A55C42840;Bougoukourala;Town outside greater Bamako;OSM;
86;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.7794616;-6.9186;0101000020E6100000226C787AA5AC1BC0C5F94097158F2540;Bougoula (in Fakola, Kolondiéba);Town outside greater Bamako;OSM;
87;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.0800813;-8.4275429;0101000020E610000025462AE7E6DA20C0D60A896A00292E40;Boulal;Town outside greater Bamako;OSM;
88;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.4154707;-4.5432998;0101000020E610000080B163C8562C12C078E45993B8D42840;Boura;Town outside greater Bamako;OSM;old name was Bura
89;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.3666623;-3.3334035;0101000020E6100000BAF94674CFAA0AC0182D9B94DD5D3040;Bourem Sidi Amar;Town outside greater Bamako;OSM;old name was Bourèm
90;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.9575282;-0.3468008;0101000020E610000038818EFBFB31D6BF6CFF6F9120F53040;Bourem;Town outside greater Bamako;OSM;
91;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.6904119;-2.8515344;0101000020E6100000135A7B44F1CF06C0EC4493D5BEB03040;Bourem-Inaly;Town outside greater Bamako;OSM;old name was Bourem Inali
92;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.507065;-5.9353141;0101000020E610000061F3BBFAC2BD17C07AE40F069E032B40;Boussin;Town outside greater Bamako;OSM;
93;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2490401;-5.9641269;0101000020E610000084C6021544DB17C0FFC8192F827F2A40;Cinzana Gare;Town outside greater Bamako;OSM;
94;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2206471;-8.3098376;0101000020E61000006B24AE08A39E20C01CEA1CA8F8702A40;Daban;Town outside greater Bamako;OSM;
95;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6699671;-11.1379466;0101000020E61000005430CFEFA04626C0BBCA7FED05572940;Dabia;Town outside greater Bamako;OSM;old name was Dabiya
96;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.9678288;-9.3986743;0101000020E6100000EA82B0091FCC22C0FC40A84187EF2940;Daféla;Town outside greater Bamako;OSM;
97;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1525243;-4.9460516;0101000020E61000005B5029C0C1C813C0CAB040AA174E2A40;Dah;Town outside greater Bamako;OSM;
98;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.0755558;-2.6708334;0101000020E61000001184D0E6DD5D05C0EB05FA9F57133040;Daka;Town outside greater Bamako;OSM;old name was Ahmdèg
99;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.105278;-2.6402779;0101000020E6100000FECF06054A1F05C001FA7DFFE6352E40;Dallah;Town outside greater Bamako;OSM;
100;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.7334742;-3.1787601;0101000020E610000034A37AC6196E09C066EB2AEE89772D40;Damada;Town outside greater Bamako;OSM;
101;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.4845315;-5.4825043;0101000020E6100000AEB7729B15EE15C07EC3448314F82640;Danderesso;Town outside greater Bamako;OSM;
102;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.3982012;-3.5444698;0101000020E6100000FC4685FB125B0CC0B7741607E1CB2C40;Dandoli;Town outside greater Bamako;OSM;
103;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.560278;-6.4977779;0101000020E6100000ADAF647DB9FD19C02A560DC2DC1E2940;Dandougou;Town outside greater Bamako;OSM;
104;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.4650858;-3.1361951;0101000020E6100000EC00E374ED1609C081D5ECDC0F773040;Dangha;Town outside greater Bamako;OSM;old name was Denha
105;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.5524061;-6.9907132;0101000020E6100000AEDC66857DF61BC0C938EBF8D41A2740;Debelin;Town outside greater Bamako;OSM;
106;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.0078736;-7.151679;0101000020E6100000BEF561BD519B1CC0EA002D0208042640;Defina;Town outside greater Bamako;OSM;
107;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.7789902;-3.258102;0101000020E6100000EE4108C897100AC01BCFB1CDD78E2D40;Deh;Town outside greater Bamako;OSM;old name was Dé
108;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7244835;-6.3639263;0101000020E6100000FD9D9218A97419C0B5FB5580EF722740;Dembela;Town outside greater Bamako;OSM;
109;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.3525696;-4.9566736;0101000020E61000004EC9833EA2D313C0AB20AB0084B42C40;Dia;Town outside greater Bamako;OSM;
110;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.471531;-10.2509078;0101000020E6100000649FB6FC768024C0B119E0826CF12C40;Diakon;Town outside greater Bamako;OSM;
111;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8673447;-5.1413934;0101000020E6100000227B736EC99014C0C6B7C19A14BC2940;Diakourouna Nerissso;Town outside greater Bamako;OSM;
112;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4646813;-11.4913664;0101000020E6100000DEB4746094FB26C0232015B5EAED2C40;Diala-Banlieu;Town outside greater Bamako;OSM;
113;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4610451;-11.3788258;0101000020E610000017C38B74F5C126C04CF6741A0EEC2A40;Dialafara;Town outside greater Bamako;OSM;
114;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7121274;-8.1586973;0101000020E610000050EDC2C5405120C0C82B6BF69B6C2740;Dialakoro (in Kourouba, Kati);Town outside greater Bamako;OSM;
115;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0763893;-6.1199999;0101000020E6100000D417F840E17A18C05787927F1C272840;Dialakoro (in Kignan, Sikasso);Town outside greater Bamako;OSM;
116;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.2660731;-7.9260338;0101000020E610000061F6573442B41FC0D0B0BDBB3A882840;Dialakoroba;Town outside greater Bamako;OSM;
117;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.2053685;-10.1616903;0101000020E61000002E292D12C95224C0D5415E0F26692C40;Dialan;Town outside greater Bamako;OSM;
118;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7407179;-3.626438;0101000020E6100000EFC517EDF1020DC0A41F68603F7B2B40;Diallassagou;Town outside greater Bamako;OSM;old name was Diallassagu
119;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.8225002;-3.9752776;0101000020E6100000C42BA4575ECD0FC02CE807BF1EA52D40;Diamabacourou;Town outside greater Bamako;OSM;old name was Diamba-Kourou
120;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.6718633;-6.0745668;0101000020E610000031783D3D5B4C18C0E9C36977FE572B40;Diamarabougou;Town outside greater Bamako;OSM;
121;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.086561;-11.2624981;0101000020E61000003786A526668626C0D63730B9512C2C40;Diamou;Town outside greater Bamako;OSM;
122;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.9963659;-3.9414123;0101000020E6100000C96A042C03880FC000B3D6AB23FE2B40;Diangassagou;Town outside greater Bamako;OSM;old name was Diémessogou
123;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5860099;-3.0804706;0101000020E6100000E4501AC5CDA408C0B443577D092C2D40;Diankabou;Town outside greater Bamako;OSM;
124;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8447941;-5.4117031;0101000020E6100000B4A5587F95A515C01FB52EDA88B02940;Diaramana;Town outside greater Bamako;OSM;
125;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.314472;-9.3198189;0101000020E61000000F49884DBFA322C0F303577902A12E40;Diarra (in Trongoumbe, Nioro);Town outside greater Bamako;OSM;
126;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4506368;-12.200116;0101000020E61000000BD0B69A756628C089BFDCDDB9E62C40;Diboli;Town outside greater Bamako;OSM;
127;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.501111;-6.312778;0101000020E610000016A243E0484019C0EB54F99E91002B40;Digani;Town outside greater Bamako;OSM;
128;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.9994816;-7.6688508;0101000020E61000001F9D5F39E7AC1EC052E8610DBCFF2D40;Dilly;Town outside greater Bamako;OSM;
129;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.0281077;-3.6175018;0101000020E6100000E1C4A1C8A4F00CC01488E821640E2C40;Dimbal-Habbe;Town outside greater Bamako;OSM;old name was Dimmbal
130;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.45071;-2.2448651;0101000020E6100000447463D57BF501C0D8F50B76C3E62C40;Dinangourou;Town outside greater Bamako;OSM;
131;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.1234419;-9.5029038;0101000020E610000079115C9B7C0123C086E9D6C6333F2C40;Dindako;Town outside greater Bamako;OSM;
132;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.481265;-6.7938103;0101000020E61000006BE9769BDC2C1BC03C6BB75D68F62840;Dioila (in Dioïla, Dioïla);Town outside greater Bamako;OSM;
133;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3097703;-10.55036;0101000020E6100000990D32C9C81925C0528B77369A9E2A40;Diokeli;Town outside greater Bamako;OSM;
134;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.3265361;-3.234736;0101000020E6100000048D9944BDE009C041ED5CBD2FA72E40;Diona;Town outside greater Bamako;OSM;old name was Tiéna
135;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.6126052;-4.7735626;0101000020E61000008AA251CB201813C016B88663A7392D40;Diondori;Town outside greater Bamako;OSM;old name was Diondéni
136;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.0749683;-10.8782137;0101000020E61000005ECCE039A5C125C03379B93E62262E40;Diongaga;Town outside greater Bamako;OSM;
137;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8573446;-4.6733031;0101000020E6100000822E2B5E76B112C0EDCD14DFF5B62940;Diora;Town outside greater Bamako;OSM;
138;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.689042;-5.8313839;0101000020E610000009AF134D565317C01024EF1CCA602B40;Dioro;Town outside greater Bamako;OSM;
139;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.5867445;-5.972053;0101000020E61000002DEA93DC61E317C03B376DC6692C2540;Diou;Town outside greater Bamako;OSM;
